peak	chr	start	end	length	pileup	neg.log10p	fold.enrichment	neg.log10.q	tag	d	i.chr	i.start	i.end	id	ensembl.id	strand	gene.type	rep3.match
nup153_broad_peak_27277	chr4	73282197	73283492	1296	7.36	49.378	416.335	256.735	LAD	0	chr4	72079506	73903679	chr4_72079506_73903679				 
nup153_broad_peak_27279	chr4	73821611	73822713	1103	9.17	641.138	488.157	382.582	LAD	0	chr4	72079506	73903679	chr4_72079506_73903679				 
nup153_broad_peak_27364	chr4	80404371	80405733	1363	13.03	72.467	461.555	457.855	LAD	0	chr4	79878659	81042639	chr4_79878659_81042639				 
nup153_broad_peak_27375	chr4	81603422	81604428	1007	7.4	499.165	418.314	261.307	LAD	0	chr4	81133436	82309084	chr4_81133436_82309084				 
nup153_broad_peak_27378	chr4	81997696	81998815	1120	10.36	527.869	401.528	288.743	LAD	0	chr4	81133436	82309084	chr4_81133436_82309084				 
nup153_broad_peak_27385	chr4	82672080	82673096	1017	12.37	936.356	621.005	638.225	LAD	0	chr4	82630778	83179870	chr4_82630778_83179870				 
nup153_broad_peak_27396	chr4	83088427	83089520	1094	6.85	453.504	390.809	222.985	LAD	0	chr4	82630778	83179870	chr4_82630778_83179870				 
nup153_broad_peak_27430	chr4	84695984	84697002	1019	21.04	155.238	775.088	11.967	LAD	0	chr4	84564196	85394722	chr4_84564196_85394722				 
nup153_broad_peak_27439	chr4	85313369	85314466	1098	15.7	110.428	638.525	792.607	LAD	0	chr4	84564196	85394722	chr4_84564196_85394722				 
nup153_broad_peak_27455	chr4	87733167	87734182	1016	9.56	555.057	432.608	310.676	LAD	0	chr4	87427077	87806051	chr4_87427077_87806051				 
nup153_broad_peak_27491	chr4	91434453	91435464	1012	17.05	119.768	639.326	886.252	LAD	0	chr4	90044565	95124633	chr4_90044565_95124633				 
nup153_broad_peak_27502	chr4	93937073	93938103	1031	10.32	785.611	563.559	50.646	LAD	0	chr4	90044565	95124633	chr4_90044565_95124633				 
nup153_broad_peak_27515	chr4	94966695	94969017	2323	11.72	571.616	387.987	327.354	LAD	0	chr4	90044565	95124633	chr4_90044565_95124633				 
nup153_broad_peak_27524	chr4	95424914	95426144	1231	16.63	149.319	834.912	115.138	LAD	0	chr4	95387832	99158546	chr4_95387832_99158546				 
nup153_broad_peak_27529	chr4	95635820	95637439	1620	9.52	705.175	523.391	434.566	LAD	0	chr4	95387832	99158546	chr4_95387832_99158546				 
nup153_broad_peak_27541	chr4	96214161	96215252	1092	9.38	426.603	343.541	204.529	LAD	0	chr4	95387832	99158546	chr4_95387832_99158546				 
nup153_broad_peak_27544	chr4	96477655	96478665	1011	7.21	433.157	372.116	208.898	LAD	0	chr4	95387832	99158546	chr4_95387832_99158546				 
nup153_broad_peak_27592	chr4	102492934	102493953	1020	8.03	558.154	440.175	311.665	LAD	0	chr4	102274692	103170068	chr4_102274692_103170068				 
nup153_broad_peak_27617	chr4	105463285	105464310	1026	9.85	634.334	476.296	373.272	LAD	0	chr4	104125341	106058815	chr4_104125341_106058815				 
nup153_broad_peak_27625	chr4	106522875	106523905	1031	9.09	626.299	470.054	370.843	LAD	0	chr4	106396718	106620219	chr4_106396718_106620219				 
nup153_broad_peak_27709	chr4	114647214	114648242	1029	9.76	721.343	535.747	449.768	LAD	0	chr4	114626866	114653385	chr4_114626866_114653385				 
nup153_broad_peak_27715	chr4	115152816	115153904	1089	15.02	13.683	797.259	103.219	LAD	0	chr4	114830720	118902147	chr4_114830720_118902147				 
nup153_broad_peak_27744	chr4	120064042	120065188	1147	6.97	465.553	396.739	233.544	LAD	0	chr4	119771009	120213863	chr4_119771009_120213863				 
nup153_broad_peak_27758	chr4	121289416	121290480	1065	11.69	936.006	63.177	638.551	LAD	0	chr4	120989065	122038286	chr4_120989065_122038286				 
nup153_broad_peak_27763	chr4	121773677	121774698	1022	10.46	82.467	570.193	542.268	LAD	0	chr4	120989065	122038286	chr4_120989065_122038286				 
nup153_broad_peak_27796	chr4	124965379	124966458	1080	16.76	136.804	765.183	103.033	LAD	0	chr4	124533966	128702527	chr4_124533966_128702527				 
nup153_broad_peak_27814	chr4	126478345	126479412	1068	8.49	625.827	472.552	366.061	LAD	0	chr4	124533966	128702527	chr4_124533966_128702527				 
nup153_broad_peak_27817	chr4	127002577	127003786	1210	9.13	685.168	504.102	422.943	LAD	0	chr4	124533966	128702527	chr4_124533966_128702527				 
nup153_broad_peak_27829	chr4	128520019	128521397	1379	13.13	55.718	379.325	312.434	LAD	0	chr4	124533966	128702527	chr4_124533966_128702527				 
nup153_broad_peak_27849	chr4	129573502	129574632	1131	18.54	115.833	598.291	843.246	LAD	0	chr4	129520139	129573810	chr4_129520139_129573810				 
nup153_broad_peak_27860	chr4	130499503	130500534	1032	10.07	781.362	550.804	503.476	LAD	0	chr4	130030284	130521888	chr4_130030284_130521888				 
nup153_broad_peak_27945	chr4	141716331	141717569	1239	15.52	104.439	61.252	73.828	LAD	0	chr4	141695677	141719252	chr4_141695677_141719252				 
nup153_broad_peak_27971	chr4	144231435	144232621	1187	18.23	918.688	470.076	633.198	LAD	0	chr4	144146318	144423902	chr4_144146318_144423902				 
nup153_broad_peak_28035	chr4	149966247	149967296	1050	10.75	831.592	585.009	545.722	LAD	0	chr4	149030637	150890076	chr4_149030637_150890076				 
nup153_broad_peak_28107	chr4	156240133	156241155	1023	12.19	574.743	396.594	327.861	LAD	0	chr4	155479928	156286003	chr4_155479928_156286003				 
nup153_broad_peak_28114	chr4	156677751	156678825	1075	17.1	160.529	900.983	124.555	LAD	0	chr4	156678212	157876791	chr4_156678212_157876791				 
nup153_broad_peak_28118	chr4	157425116	157426115	1000	11.48	78.992	52.757	515.589	LAD	0	chr4	156678212	157876791	chr4_156678212_157876791				 
nup153_broad_peak_28125	chr4	158276733	158278333	1601	10.3	809.879	560.519	534.388	LAD	0	chr4	158059289	159581397	chr4_158059289_159581397				 
nup153_broad_peak_28129	chr4	158706818	158707864	1047	10.61	521.603	394.875	283.324	LAD	0	chr4	158059289	159581397	chr4_158059289_159581397				 
nup153_broad_peak_28147	chr4	160492480	160493485	1006	9.66	750.944	530.476	48.571	LAD	0	chr4	160141736	164047313	chr4_160141736_164047313				 
nup153_broad_peak_28170	chr4	163868272	163870165	1894	7.73	467.107	389.333	237.001	LAD	0	chr4	160141736	164047313	chr4_160141736_164047313				R1_R2_R3_10kb
nup153_broad_peak_28173	chr4	164002368	164003657	1290	11.95	991.034	644.736	691.336	LAD	0	chr4	160141736	164047313	chr4_160141736_164047313				 
nup153_broad_peak_28180	chr4	164496349	164498184	1836	10.65	634.618	430.203	38.442	LAD	0	chr4	164472946	165922420	chr4_164472946_165922420				 
nup153_broad_peak_28185	chr4	164868415	164869837	1423	7.8	545.549	437.814	298.873	LAD	0	chr4	164472946	165922420	chr4_164472946_165922420				 
nup153_broad_peak_28196	chr4	165792235	165793345	1111	11.56	937.533	609.553	647.169	LAD	0	chr4	164472946	165922420	chr4_164472946_165922420				 
nup153_broad_peak_28209	chr4	166362839	166364362	1524	9.87	740.572	525.357	468.516	LAD	0	chr4	166299086	169218024	chr4_166299086_169218024				 
nup153_broad_peak_28210	chr4	166548185	166549352	1168	10.06	635.929	473.182	376.817	LAD	0	chr4	166299086	169218024	chr4_166299086_169218024				 
nup153_broad_peak_28228	chr4	169118403	169119587	1185	7.83	544.694	438.388	301.526	LAD	0	chr4	166299086	169218024	chr4_166299086_169218024				 
nup153_broad_peak_28237	chr4	170046053	170047150	1098	10.32	601.717	434.742	352.457	LAD	0	chr4	170007910	170176984	chr4_170007910_170176984				 
nup153_broad_peak_28266	chr4	172351311	172352380	1070	15	112.931	665.188	823.292	LAD	0	chr4	171026520	173914141	chr4_171026520_173914141				 
nup153_broad_peak_28276	chr4	173249410	173251049	1640	13.81	127.175	737.322	957.739	LAD	0	chr4	171026520	173914141	chr4_171026520_173914141				 
nup153_broad_peak_28297	chr4	175445098	175446104	1007	16.26	886.127	499.907	59.941	LAD	0	chr4	175227126	177229528	chr4_175227126_177229528				 
nup153_broad_peak_28328	chr4	177529000	177530004	1005	11	755.244	526.178	48.323	LAD	0	chr4	177258365	178175427	chr4_177258365_178175427				 
nup153_broad_peak_28345	chr4	180013238	180014271	1034	14.12	124.653	752.372	919.786	LAD	0	chr4	178382187	183713112	chr4_178382187_183713112				 
nup153_broad_peak_28359	chr4	181494673	181495752	1080	15.59	131.222	756.825	980.762	LAD	0	chr4	178382187	183713112	chr4_178382187_183713112				 
nup153_broad_peak_28377	chr4	182527597	182528661	1065	8.23	582.546	459.634	330.341	LAD	0	chr4	178382187	183713112	chr4_178382187_183713112				 
nup153_broad_peak_28386	chr4	183248340	183249349	1010	7.46	518.808	421.194	27.806	LAD	0	chr4	178382187	183713112	chr4_178382187_183713112				 
nup153_broad_peak_28485	chr4	190549555	190551249	1695	18.17	65.571	355.671	396.927	LAD	0	chr4	187678233	190682881	chr4_187678233_190682881				 
nup153_broad_peak_28487	chr4	190607838	190610022	2185	7.94	532.088	428.259	290.842	LAD	0	chr4	187678233	190682881	chr4_187678233_190682881				 
nup153_broad_peak_28615	chr5	7699354	7700490	1137	11.83	842.098	574.436	554.369	LAD	0	chr5	7685667	7713382	chr5_7685667_7713382				 
nup153_broad_peak_28631	chr5	8569777	8571187	1411	10.53	654.107	485.464	395.016	LAD	0	chr5	7947856	9187938	chr5_7947856_9187938				 
nup153_broad_peak_28634	chr5	8724269	8725294	1026	20.89	998.574	479.988	697.924	LAD	0	chr5	7947856	9187938	chr5_7947856_9187938				 
nup153_broad_peak_28648	chr5	9604996	9606021	1026	10.95	870.177	593.695	583.325	LAD	0	chr5	9574710	9707370	chr5_9574710_9707370				 
nup153_broad_peak_28710	chr5	13638001	13639129	1129	18.43	179.716	96.715	142.799	LAD	0	chr5	11296424	13959957	chr5_11296424_13959957				 
nup153_broad_peak_28713	chr5	13841893	13843330	1438	13.54	932.948	56.396	643.435	LAD	0	chr5	11296424	13959957	chr5_11296424_13959957				 
nup153_broad_peak_28737	chr5	15817342	15818381	1040	16.25	106.454	599.948	758.371	LAD	0	chr5	15070470	16063658	chr5_15070470_16063658				 
nup153_broad_peak_28778	chr5	19508831	19509881	1051	7.28	496.116	412.162	258.222	LAD	0	chr5	17580657	21461819	chr5_17580657_21461819				 
nup153_broad_peak_28796	chr5	21830449	21831470	1022	7.24	481.193	401.921	247.158	LAD	0	chr5	21500775	31356534	chr5_21500775_31356534				 
nup153_broad_peak_28819	chr5	24208360	24209417	1058	12.81	635.043	424.939	378.148	LAD	0	chr5	21500775	31356534	chr5_21500775_31356534				 
nup153_broad_peak_28826	chr5	25094845	25096052	1208	14.53	495.422	323.583	261.105	LAD	0	chr5	21500775	31356534	chr5_21500775_31356534				 
nup153_broad_peak_28828	chr5	25647108	25648177	1070	14.68	130.524	780.604	971.461	LAD	0	chr5	21500775	31356534	chr5_21500775_31356534				 
nup153_broad_peak_28848	chr5	30118229	30119453	1225	13.61	706.207	447.177	439.363	LAD	0	chr5	21500775	31356534	chr5_21500775_31356534				 
nup153_broad_peak_28940	chr5	36653647	36655002	1356	8.39	565.101	440.436	323.192	LAD	0	chr5	36564472	36653756	chr5_36564472_36653756				 
nup153_broad_peak_29006	chr5	42088606	42089835	1230	11.83	907.762	582.233	625.646	LAD	0	chr5	41934582	42894874	chr5_41934582_42894874				 
nup153_broad_peak_29031	chr5	44373043	44374220	1178	7.86	556.863	440.791	308.899	LAD	0	chr5	43670399	44802946	chr5_43670399_44802946				 
nup153_broad_peak_29033	chr5	44417791	44418812	1022	10.41	712.343	520.514	444.107	LAD	0	chr5	43670399	44802946	chr5_43670399_44802946				 
nup153_broad_peak_29046	chr5	46094634	46095777	1144	10.81	655.536	462.028	39.812	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29048	chr5	46322920	46324175	1256	16.25	59.117	34.577	34.114	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29051	chr5	46329012	46330472	1461	11.25	492.618	366.351	258.774	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29052	chr5	46332983	46334121	1139	12.51	454.474	327.432	226.866	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29054	chr5	46336492	46338051	1560	10.27	624.316	460.381	368.875	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29055	chr5	46339042	46340971	1930	11.5	751.768	493.799	482.798	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29057	chr5	46343475	46344890	1416	7.36	421.849	364.142	202.582	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29058	chr5	46345469	46347308	1840	9.75	544.188	42.092	303.571	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29059	chr5	46351472	46353963	2492	8.22	465.738	380.628	237.577	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29062	chr5	46358820	46360654	1835	8.53	476.469	38.082	245.257	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29063	chr5	46363367	46365452	2086	15.63	10.611	552.704	770.478	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29066	chr5	46377757	46380651	2895	14.01	585.673	37.106	337.266	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29067	chr5	46383196	46385244	2049	10.63	592.907	433.328	342.492	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29068	chr5	46391182	46392646	1465	13.75	721.101	430.243	458.171	LAD	0	chr5	44823325	46400649	chr5_44823325_46400649				 
nup153_broad_peak_29075	chr5	49426553	49427721	1169	20.2	672.106	341.379	411.779	LAD	0	chr5	49407470	49652573	chr5_49407470_49652573				R1_R2_R3_10kb
nup153_broad_peak_29076	chr5	49428390	49432519	4130	28.26	969.649	383.318	67.203	LAD	0	chr5	49407470	49652573	chr5_49407470_49652573				R1_R2_R3_10kb
nup153_broad_peak_29077	chr5	49433027	49436396	3370	22.27	722.445	33.649	457.784	LAD	0	chr5	49407470	49652573	chr5_49407470_49652573				R1_R2_R3_10kb
nup153_broad_peak_29078	chr5	49436930	49441559	4630	29.62	118.733	423.214	877.967	LAD	0	chr5	49407470	49652573	chr5_49407470_49652573				 
nup153_broad_peak_29080	chr5	49450144	49451144	1001	9.37	504.685	387.383	266.256	LAD	0	chr5	49407470	49652573	chr5_49407470_49652573				 
nup153_broad_peak_29083	chr5	49473003	49474534	1532	9.32	495.394	382.904	260.046	LAD	0	chr5	49407470	49652573	chr5_49407470_49652573				 
nup153_broad_peak_29092	chr5	49532588	49535582	2995	7.58	423.238	35.963	200.561	LAD	0	chr5	49407470	49652573	chr5_49407470_49652573				 
nup153_broad_peak_29119	chr5	52518528	52519923	1396	11.45	543.965	373.488	303.996	LAD	0	chr5	52421190	52764650	chr5_52421190_52764650				 
nup153_broad_peak_29127	chr5	53259778	53260833	1056	8.04	562.212	447.099	314.083	LAD	0	chr5	52943108	53302699	chr5_52943108_53302699				 
nup153_broad_peak_29129	chr5	53300803	53302139	1337	9.2	468.313	371.105	237.503	LAD	0	chr5	52943108	53302699	chr5_52943108_53302699				 
nup153_broad_peak_29213	chr5	58660774	58661791	1018	9.31	679.763	513.233	413.157	LAD	0	chr5	58479277	59127505	chr5_58479277_59127505				 
nup153_broad_peak_29214	chr5	58708865	58711247	2383	11.29	759.228	511.481	490.743	LAD	0	chr5	58479277	59127505	chr5_58479277_59127505				 
nup153_broad_peak_29215	chr5	58725383	58726501	1119	8.11	577.446	453.374	327.921	LAD	0	chr5	58479277	59127505	chr5_58479277_59127505				 
nup153_broad_peak_29218	chr5	59042309	59043326	1018	14.31	126.125	761.773	931.992	LAD	0	chr5	58479277	59127505	chr5_58479277_59127505				 
nup153_broad_peak_29248	chr5	61046462	61047519	1058	17.76	131.606	683.335	994.545	LAD	0	chr5	60982834	61059997	chr5_60982834_61059997				 
nup153_broad_peak_29249	chr5	61309937	61310954	1018	13.15	864.148	544.422	579.367	LAD	0	chr5	61273470	61350101	chr5_61273470_61350101				 
nup153_broad_peak_29276	chr5	64306552	64307667	1116	18.63	182.468	976.996	145.562	LAD	0	chr5	64111440	64309471	chr5_64111440_64309471				 
nup153_broad_peak_29279	chr5	64432953	64434147	1195	9.79	608.641	449.871	355.919	LAD	0	chr5	64350121	64767226	chr5_64350121_64767226				 
nup153_broad_peak_29284	chr5	64724319	64725480	1162	9.86	740.916	540.326	464.978	LAD	0	chr5	64350121	64767226	chr5_64350121_64767226				 
nup153_broad_peak_29305	chr5	65945126	65946186	1061	10.71	791.437	557.949	512.271	LAD	0	chr5	65911421	66110378	chr5_65911421_66110378				 
nup153_broad_peak_29607	chr5	91531516	91532749	1234	9.63	716.736	513.451	450.031	LAD	0	chr5	90691307	91636128	chr5_90691307_91636128				 
nup153_broad_peak_29631	chr5	94351924	94352941	1018	10.94	874.293	594.347	586.899	LAD	0	chr5	94174179	94848977	chr5_94174179_94848977				 
nup153_broad_peak_29645	chr5	95973601	95974611	1011	12.14	774.117	505.799	502.002	LAD	0	chr5	95675670	95982995	chr5_95675670_95982995				 
nup153_broad_peak_29654	chr5	96997094	96998198	1105	8.87	64.706	486.751	384.433	LAD	0	chr5	96540701	98096163	chr5_96540701_98096163				 
nup153_broad_peak_29691	chr5	100484140	100485180	1041	16.16	77.716	431.346	50.285	LAD	0	chr5	100253020	102086296	chr5_100253020_102086296				 
nup153_broad_peak_29692	chr5	101066030	101067112	1083	21.4	21.925	111.502	179.501	LAD	0	chr5	100253020	102086296	chr5_100253020_102086296				 
nup153_broad_peak_29698	chr5	101605232	101606350	1119	19.8	174.363	897.977	138.003	LAD	0	chr5	100253020	102086296	chr5_100253020_102086296				 
nup153_broad_peak_2970	chr1	215008759	215009853	1095	9.56	707.409	525.532	439.254	LAD	0	chr1	214843540	218450083	chr1_214843540_218450083				 
nup153_broad_peak_2972	chr1	215097373	215098545	1173	8.01	559.093	448.593	310.746	LAD	0	chr1	214843540	218450083	chr1_214843540_218450083				 
nup153_broad_peak_29731	chr5	105691933	105693035	1103	15.28	65.652	402.994	396.256	LAD	0	chr5	102485267	107183889	chr5_102485267_107183889				 
nup153_broad_peak_29736	chr5	105952269	105953290	1022	13.08	115.241	701.009	84.131	LAD	0	chr5	102485267	107183889	chr5_102485267_107183889				 
nup153_broad_peak_29739	chr5	106242322	106243352	1031	11.66	673.231	472.066	41.085	LAD	0	chr5	102485267	107183889	chr5_102485267_107183889				 
nup153_broad_peak_29774	chr5	111460307	111461757	1451	9.22	700.404	508.836	436.936	LAD	0	chr5	111121215	111480615	chr5_111121215_111480615				 
nup153_broad_peak_29853	chr5	117706847	117707901	1055	6.82	448.583	389.312	218.389	LAD	0	chr5	115916820	118311940	chr5_115916820_118311940				 
nup153_broad_peak_29882	chr5	121355918	121357985	2068	12.87	759.322	504.344	482.526	LAD	0	chr5	121314719	122085330	chr5_121314719_122085330				R1_R2_R3_10kb
nup153_broad_peak_29909	chr5	124264245	124265249	1005	9.6	683.612	518.664	415.398	LAD	0	chr5	122878327	125782815	chr5_122878327_125782815				 
nup153_broad_peak_2991	chr1	217098007	217099117	1111	9.32	674.666	512.633	408.987	LAD	0	chr1	214843540	218450083	chr1_214843540_218450083				 
nup153_broad_peak_29929	chr5	126286285	126287389	1105	15.63	101.306	593.057	71.124	LAD	0	chr5	126223289	126360915	chr5_126223289_126360915				R1_R2_R3_10kb
nup153_broad_peak_29948	chr5	127605447	127606567	1121	12.39	578.945	394.609	330.524	LAD	0	chr5	127574692	128785590	chr5_127574692_128785590				 
nup153_broad_peak_29963	chr5	129548716	129549903	1188	8.36	552.137	434.896	306.654	LAD	0	chr5	128830462	130464302	chr5_128830462_130464302				 
nup153_broad_peak_2997	chr1	217791504	217792639	1136	8.71	563.241	432.549	317.117	LAD	0	chr1	214843540	218450083	chr1_214843540_218450083				R1_R2_R3_10kb
nup153_broad_peak_30144	chr5	140771853	140772862	1010	12.26	100.785	660.044	703.008	LAD	0	chr5	140088753	140865757	chr5_140088753_140865757				 
nup153_broad_peak_3017	chr1	219830870	219831994	1125	16.9	888.715	500.559	603.757	LAD	0	chr1	219054602	219965413	chr1_219054602_219965413				 
nup153_broad_peak_3019	chr1	219923855	219925099	1245	13.07	577.246	393.024	330.277	LAD	0	chr1	219054602	219965413	chr1_219054602_219965413				 
nup153_broad_peak_30196	chr5	143337948	143338949	1002	12.94	107.193	693.775	758.492	LAD	0	chr5	143262964	143507723	chr5_143262964_143507723				 
nup153_broad_peak_30216	chr5	145195277	145196278	1002	16.86	161.732	888.993	126.744	LAD	0	chr5	145092345	145195530	chr5_145092345_145195530				 
nup153_broad_peak_30237	chr5	146347270	146348404	1135	9.4	510.868	392.605	273.564	LAD	0	chr5	146314649	146543782	chr5_146314649_146543782				 
nup153_broad_peak_30243	chr5	146867763	146868767	1005	20.35	979.589	473.881	681.355	LAD	0	chr5	146851717	147234991	chr5_146851717_147234991				 
nup153_broad_peak_30258	chr5	147686836	147687947	1112	8.04	446.719	370.951	220.713	LAD	0	chr5	147251037	147746938	chr5_147251037_147746938				 
nup153_broad_peak_30321	chr5	152474400	152475802	1403	9.37	707.055	515.183	443.456	LAD	0	chr5	151903961	152812479	chr5_151903961_152812479				 
nup153_broad_peak_3037	chr1	220828150	220829461	1312	9.1	67.332	498.691	415.313	LAD	0	chr1	220670892	220847664	chr1_220670892_220847664				 
nup153_broad_peak_3041	chr1	221319001	221320181	1181	19.28	111.857	561.982	812.357	LAD	0	chr1	221121990	221635359	chr1_221121990_221635359				 
nup153_broad_peak_3045	chr1	221493702	221494846	1145	9.09	458.302	367.834	229.635	LAD	0	chr1	221121990	221635359	chr1_221121990_221635359				 
nup153_broad_peak_30469	chr5	162716586	162717627	1042	9.96	756.934	545.735	480.967	LAD	0	chr5	160101749	162853042	chr5_160101749_162853042				 
nup153_broad_peak_30476	chr5	163034012	163035200	1189	13.99	693.103	421.618	432.054	LAD	0	chr5	162951252	167099514	chr5_162951252_167099514				 
nup153_broad_peak_30480	chr5	163775158	163776416	1259	10.68	574.794	424.067	326.403	LAD	0	chr5	162951252	167099514	chr5_162951252_167099514				 
nup153_broad_peak_30507	chr5	167343289	167344294	1006	14	113.425	690.044	817.219	LAD	0	chr5	167339657	167392540	chr5_167339657_167392540				 
nup153_broad_peak_30822	chr6	8204209	8205414	1206	14.76	129.977	777.757	966.742	LAD	0	chr6	8188086	8242092	chr6_8188086_8242092				 
nup153_broad_peak_30959	chr6	17381270	17382304	1035	7.42	498.762	416.348	260.761	LAD	0	chr6	17342570	17402871	chr6_17342570_17402871				 
nup153_broad_peak_30987	chr6	18559500	18560572	1073	19.47	193.339	101.907	155.284	LAD	0	chr6	18520229	20010226	chr6_18520229_20010226				 
nup153_broad_peak_31039	chr6	23225409	23226509	1101	9.31	691.076	51.298	425.875	LAD	0	chr6	22832675	24265307	chr6_22832675_24265307				 
nup153_broad_peak_31045	chr6	23899580	23901265	1686	10	770.689	547.529	497.087	LAD	0	chr6	22832675	24265307	chr6_22832675_24265307				 
nup153_broad_peak_31381	chr6	46844013	46845981	1969	10.1	61.958	462.773	364.902	LAD	0	chr6	46829763	46860712	chr6_46829763_46860712				 
nup153_broad_peak_31511	chr6	57766610	57767623	1014	8.76	544.501	430.447	30.148	LAD	0	chr6	57200310	58087659	chr6_57200310_58087659				 
nup153_broad_peak_31518	chr6	61900984	61902624	1641	8.75	435.025	353.685	211.492	LAD	0	chr6	61880166	62128589	chr6_61880166_62128589				 
nup153_broad_peak_31519	chr6	61906990	61908093	1104	11.14	509.142	37.958	272.176	LAD	0	chr6	61880166	62128589	chr6_61880166_62128589				 
nup153_broad_peak_31520	chr6	61910963	61914811	3849	23.95	832.915	368.926	553.295	LAD	0	chr6	61880166	62128589	chr6_61880166_62128589				R1_R2_R3_10kb
nup153_broad_peak_31523	chr6	62358288	62359350	1063	12.33	102.704	663.507	721.362	LAD	0	chr6	62178589	64270196	chr6_62178589_64270196				 
nup153_broad_peak_31542	chr6	64174944	64176390	1447	7.71	450.464	373.915	223.735	LAD	0	chr6	62178589	64270196	chr6_62178589_64270196				 
nup153_broad_peak_31596	chr6	70806819	70807824	1006	13.29	101.847	634.488	720.614	LAD	0	chr6	70521120	71109402	chr6_70521120_71109402				 
nup153_broad_peak_31600	chr6	71094414	71096600	2187	11.5	810.789	538.532	533.463	LAD	0	chr6	70521120	71109402	chr6_70521120_71109402				 
nup153_broad_peak_31602	chr6	71243710	71244953	1244	9.08	461.488	371.012	232.644	LAD	0	chr6	71178480	71263081	chr6_71178480_71263081				 
nup153_broad_peak_31616	chr6	71932606	71933613	1008	12.45	965.465	63.026	66.533	LAD	0	chr6	71553600	73950136	chr6_71553600_73950136				 
nup153_broad_peak_31617	chr6	71939255	71940266	1012	8.06	5.165	417.022	27.743	LAD	0	chr6	71553600	73950136	chr6_71553600_73950136				 
nup153_broad_peak_31633	chr6	73354612	73355718	1107	6.91	460.525	393.372	229.547	LAD	0	chr6	71553600	73950136	chr6_71553600_73950136				 
nup153_broad_peak_31663	chr6	75569743	75570743	1001	15.48	100.307	575.754	711.019	LAD	0	chr6	74392292	75924407	chr6_74392292_75924407				 
nup153_broad_peak_31677	chr6	76581256	76582415	1160	8.58	463.578	367.043	234.005	LAD	0	chr6	76433446	79571130	chr6_76433446_79571130				 
nup153_broad_peak_31679	chr6	76660332	76661406	1075	17.73	138.762	771.012	104.827	LAD	0	chr6	76433446	79571130	chr6_76433446_79571130				 
nup153_broad_peak_31746	chr6	82674844	82675953	1110	10.24	685.922	48.821	42.523	LAD	0	chr6	80880209	82933325	chr6_80880209_82933325				 
nup153_broad_peak_31761	chr6	83538861	83539932	1072	18.63	127.414	67.063	946.388	LAD	0	chr6	82986496	83647151	chr6_82986496_83647151				 
nup153_broad_peak_31769	chr6	84126965	84128476	1512	24.24	75.457	342.302	486.457	LAD	0	chr6	83919936	84566918	chr6_83919936_84566918				 
nup153_broad_peak_31770	chr6	84241246	84243087	1842	13.15	643.438	41.724	386.312	LAD	0	chr6	83919936	84566918	chr6_83919936_84566918				 
nup153_broad_peak_31822	chr6	89042651	89044102	1452	10.69	59.327	432.779	343.742	LAD	0	chr6	88646454	89153982	chr6_88646454_89153982				R1_R2_R3_10kb
nup153_broad_peak_31873	chr6	91932379	91933410	1032	19.22	169.375	908.789	13.276	LAD	0	chr6	91425279	95680543	chr6_91425279_95680543				 
nup153_broad_peak_31882	chr6	93746543	93747643	1101	8.61	514.725	413.182	276.038	LAD	0	chr6	91425279	95680543	chr6_91425279_95680543				 
nup153_broad_peak_31886	chr6	94299219	94300312	1094	14.64	571.692	352.989	32.545	LAD	0	chr6	91425279	95680543	chr6_91425279_95680543				 
nup153_broad_peak_31887	chr6	94373388	94374501	1114	10.6	809.021	577.604	524.229	LAD	0	chr6	91425279	95680543	chr6_91425279_95680543				 
nup153_broad_peak_31905	chr6	97763238	97764508	1271	10.29	45.026	348.228	224.365	LAD	0	chr6	97740147	99266827	chr6_97740147_99266827				 
nup153_broad_peak_31920	chr6	99006029	99007709	1681	7.6	533.153	427.927	288.883	LAD	0	chr6	97740147	99266827	chr6_97740147_99266827				 
nup153_broad_peak_31924	chr6	99506578	99507587	1010	15.28	815.809	501.002	53.309	LAD	0	chr6	99415130	99718903	chr6_99415130_99718903				 
nup153_broad_peak_31936	chr6	101072695	101073768	1074	15.5	851.078	49.105	567.209	LAD	0	chr6	100947588	101288094	chr6_100947588_101288094				 
